college_name,college_link,duration,fees,rank,placement,c_type,program
"National Institute of Engineering (NIE), Mysore",https://www.collegesearch.in/colleges/national-institute-of-engineering-nie-mysore,4 Years,"Rs 5,87,680/-",,"Average -Rs.
                                4.75 L.P.A/-Highest -Rs.
                                7.50 L.P.A/-",,Bachelor of Technology (B.Tech)
"Walchand College of Engineering, Sangli",https://www.collegesearch.in/colleges/walchand-college-of-engineering-sangli,4 Years,"Rs 1,48,000/-",,"Average -Rs.
                                3.56 L.P.A/-Highest -Rs.
                                9.30 L.P.A/-",,Bachelor of Technology (B.Tech)
"KIET Group of Institutions, Ghaziabad",https://www.collegesearch.in/colleges/kiet-group-of-institutions,4 Years,"Rs 4,81,798/-",,,,Bachelor of Technology (B.Tech)
"GITAM University, Visakhapatnam",https://www.collegesearch.in/university/gitam-university-visakhapatnam,4 Years,"Rs 8,88,800/-",,"Average -Rs.
                                5 L.P.A/-Highest -Rs.
                                7.5 L.P.A/-",Deemed,Bachelor of Technology (B.Tech)
"Indian Institute of Engineering Science and Technology (IIEST), Howrah",https://www.collegesearch.in/colleges/indian-institute-of-engineering-science-and-technology-iiest,5 Years,"Rs 1,38,600/-",,,State University,Dual Degree - B.Tech + M.Tech
"Andhra University College of Engineering, Visakhapatnam",https://www.collegesearch.in/colleges/andhra-university-college-of-engineering-visakhapatnam,4 Years,"Rs 29,540/-",,"Average -Rs.
                                3 L.P.A/-Highest -Rs.
                                8 L.P.A/-",Autonomous,Bachelor of Technology (B.Tech)
"Guru Nanak Dev Engineering College, Ludhiana",https://www.collegesearch.in/colleges/guru-nanak-dev-engineering-college-ludhiana,4 Years,"Rs 3,49,456/-",,"Average -Rs.
                                2.5 L.P.A/-Highest -Rs.
                                5.5 L.P.A/-",,Bachelor of Technology (B.Tech)
"Sharda University (SU), Greater Noida",https://www.collegesearch.in/university/sharda-university-su-greater-noida,4 Years,"Rs 7,05,708/-",,"Average -Rs.
                                4.5 L.P.A/-Highest -Rs.
                                10 L.P.A/-",State Private University,Bachelor of Technology (B.Tech)
"KIET Group of Institutions, Ghaziabad",https://www.collegesearch.in/colleges/kiet-group-of-institutions,4 Years,"Rs 4,81,798/-",,,,Bachelor of Technology (B.Tech)
"Indian Institute of Engineering Science and Technology (IIEST), Howrah",https://www.collegesearch.in/colleges/indian-institute-of-engineering-science-and-technology-iiest,5 Years,"Rs 1,38,600/-",,,State University,Dual Degree - B.Tech + M.Tech
"Fr Conceicao Rodrigues College of Engineering, Mumbai",https://www.collegesearch.in/colleges/fr-conceicao-rodrigues-college-of-engineering-mumbai,4 Years,"Rs 5,64,184/-",,"Average -Rs.
                                3.0 L.P.A/-",,Bachelor of Engineering
"Indian Institute of Information Technology Design and Manufacturing - Kancheepuram (IIITDM Kancheepuram), Chennai",https://www.collegesearch.in/colleges/indian-institute-of-information-technology-design-and-manufacturing-kancheepuram-iiitdm-kancheepuram-chennai,4 Years,,,,Autonomous,Bachelor of Technology (B.Tech)
"Assam Engineering College, Guwahati",https://www.collegesearch.in/colleges/assam-engineering-college-guwahati,4 Years,"Rs 64,000/-",,"Average -Rs.
                                2.4 L.P.A/-",,Bachelor of Technology (B.Tech)
"Indian Institute of Technology (IIT), Bhubaneswar",https://www.collegesearch.in/colleges/indian-institute-of-technology-iit-bhubaneswar,4 Years,"Rs 8,38,100/-",,"Average -Rs.
                                11.1 L.P.A/-Highest -Rs.
                                39 L.P.A/-",Autonomous,Bachelor of Technology (B.Tech)
"Jaipur Engineering College & Research Centre, Jaipur",https://www.collegesearch.in/colleges/jaipur-engineering-college-research-centre-jaipur,4 Years,,,,,Bachelor of Technology (B.Tech)
"National Institute of Technology (NIT) - Arunachal Pradesh, Itanagar",https://www.collegesearch.in/colleges/national-institute-of-technology-nit-arunachal-pradesh,4 Years,"Rs 2,24,800/-",,"Average -Rs.
                                5 L.P.A/-Highest -Rs.
                                6.5 L.P.A/-",Autonomous,Bachelor of Technology (B.Tech)
"Ambedkar Institute of Advanced Communication Technologies & Research, Delhi",https://www.collegesearch.in/colleges/ambedkar-institute-of-advanced-communication-technologies-research-delhi,4 Years,"Rs 1,60,000/-",,"Average -Rs.
                                3.75 L.P.A/-",,Bachelor of Technology (B.Tech)
"GB Pant Engineering College, New delhi",https://www.collegesearch.in/colleges/gb-pant-engineering-college,4 Years,"Rs 1,57,450/-",,,Autonomous,Bachelor of Technology (B.Tech)
"National Institute of Technology (NIT) - Nagaland, Dimapur",https://www.collegesearch.in/colleges/national-institute-of-technology-nit-nagaland,4 Years,"Rs 7,43,000/-",,"Average -Rs.
                                4.5 L.P.A/-Highest -Rs.
                                17 L.P.A/-",Autonomous,Bachelor of Technology (B.Tech)
"Bipin Chandra Tripathi Kumaon Engineering College, Almora",https://www.collegesearch.in/colleges/bipin-chandra-tripathi-kumaon-engineering-college,4 Years,,,,,Bachelor of Technology (B.Tech)
Government Engineering College - Wayanad,https://www.collegesearch.in/colleges/government-engineering-college-wayanad,4 Years,"Rs 5,73,000/-",,"Average -Rs.
                                3 L.P.A/-",,Bachelor of Technology (B.Tech)
"International institute of Inofrmation Technology (IIIT), Bangalore",https://www.collegesearch.in/university/international-institute-of-inofrmation-technology-iiit-bangalore,5 Years,"Rs 21,30,000/-",,,Deemed,Integrated B.Tech + M.Tech
"Sri Sivasubramaniya Nadar College of Engineering, Kancheepuram",https://www.collegesearch.in/colleges/sri-sivasubramaniya-nadar-college-of-engineering,4 Years,"Rs 1,60,000/-",,"Average -Rs.
                                5.0 L.P.A/-",,Bachelor of Engineering
"KE Society&rsquo;s Rajarambapu Institute of Technology, Sangli",https://www.collegesearch.in/colleges/ke-societys-rajarambapu-institute-of-technology-sangli,4 Years,"Rs 3,48,000/-",,"Average -Rs.
                                2.26 L.P.A/-Highest -Rs.
                                8.00 L.P.A/-",,Bachelor of Technology (B.Tech)
University School of Bio -Technology,https://www.collegesearch.in/colleges/university-school-of-bio-technology,4 Years,,,"Average -Rs.
                                3.5 L.P.A/-",,Bachelor of Technology (B.Tech)
"BMS College of Engineering (BMSCE), Bangalore",https://www.collegesearch.in/colleges/bms-college-of-engineering-bmsce-bangalore,4 Years,,,"Average -Rs.
                                2.4 L.P.A/-",Autonomous,Bachelor of Engineering
"Maharashtra Institute of Technology (MIT Maharashtra), Pune",https://www.collegesearch.in/colleges/maharashtra-institute-of-technology-mit-maharashtra-pune,4 Years,"Rs 7,00,272/-",,"Average -Rs.
                                2.75 L.P.A/-",,Bachelor of Technology (B.Tech)
"Chaitanya Bharathi Institute of Technology, Hyderabad",https://www.collegesearch.in/colleges/chaitanya-bharathi-institute-of-technology-hyderabad,4 Years,"Rs 4,32,000/-",,"Average -Rs.
                                3.25 L.P.A/-",,Bachelor of Technology (B.Tech)
"Kalinga Institute of Industrial Technology (KIIT), Bhubaneswar",https://www.collegesearch.in/university/kalinga-institute-of-industrial-technology-kiit-bhubaneswar,4 Years,"Rs 4,02,500/-",,,Deemed,Bachelor of Technology (B.Tech)
"Chennai Institute of Technology, Chennai",https://www.collegesearch.in/colleges/chennai-institute-of-technology-chennai,4 Years,"Rs 2,00,000/-",,,,Bachelor of Engineering
"Bannari Amman Institute of Technology, Erode",https://www.collegesearch.in/colleges/bannari-amman-institute-of-technology-erode,4 Years,Rs 1/-,,"Average -Rs.
                                3.25 L.P.A/-",,Bachelor of Technology (B.Tech)
"Government College of Engineering, Aurangabad",https://www.collegesearch.in/colleges/government-college-of-engineering-aurangabad,4 Years,"Rs 2,35,027/-",,"Average -Rs.
                                4.5 L.P.A/-Highest -Rs.
                                8 L.P.A/-",,Bachelor of Engineering
"BMS College of Engineering (BMSCE), Bangalore",https://www.collegesearch.in/colleges/bms-college-of-engineering-bmsce-bangalore,4 Years,,,"Average -Rs.
                                2.4 L.P.A/-",Autonomous,Bachelor of Engineering
"BMS Institute of Technology and Management, Bangalore",https://www.collegesearch.in/colleges/bms-institute-of-technology-and-management-bangalore,4 Years,"Rs 1,83,600/-",,"Average -Rs.
                                4.96 L.P.A/-Highest -Rs.
                                26.03 L.P.A/-",,Bachelor of Engineering
"Chaitanya Bharathi Institute of Technology, Hyderabad",https://www.collegesearch.in/colleges/chaitanya-bharathi-institute-of-technology-hyderabad,4 Years,"Rs 4,32,000/-",,"Average -Rs.
                                3.25 L.P.A/-",,Bachelor of Technology (B.Tech)
"University Institute of Engineering & Technology (UIET), Chandigarh",https://www.collegesearch.in/colleges/university-institute-of-engineering-technology-uiet-chandigarh,4 Years,"Rs 3,02,000/-",,,,Bachelor of Engineering
"Karpagam College of Engineering, Coimbatore",https://www.collegesearch.in/colleges/karpagam-college-of-engineering-coimbatore,4 Years,,,,Autonomous,Bachelor of Engineering
"CMR College of Engineering & Technology, Hyderabad",https://www.collegesearch.in/colleges/cmr-college-of-engineering-technology-hyderabad,4 Years,"Rs 3,00,000/-",,,,Bachelor of Technology (B.Tech)
"Symbiosis Institute of Technology [SIT], Pune",https://www.collegesearch.in/colleges/symbiosis-institute-of-technology-sit-pune,4 Years,"Rs 10,60,000/-",,,Deemed,Bachelor of Technology (B.Tech)
"Madan Mohan Malaviya University of Technology, Gorakhpur",https://www.collegesearch.in/university/madan-mohan-malaviya-university-of-technology-gorakhpur,4 Years,"Rs 3,48,800/-",,,State University,Bachelor of Technology (B.Tech)
"Dharmsinh Desai University (DDU), Nadiad",https://www.collegesearch.in/university/Dharmsinh-Desai-University-(DDU)-nadiad,4 Years,"Rs 1,80,000/-",,,State University,Bachelor of Technology (B.Tech)
"Delhi Engineering College, Delhi",https://www.collegesearch.in/colleges/delhi-engineering-college-delhi,4 Years,"Rs 94,000/-",,"Average -Rs.
                                5.5 L.P.A/-Highest -Rs.
                                4 L.P.A/-",,Bachelor of Technology (B.Tech)
"BIT Institute of Technology, Hindupur",https://www.collegesearch.in/colleges/bit-institute-of-technology,4 Years,"Rs 2,07,800/-",,"Average -Rs.
                                3 L.P.A/-Highest -Rs.
                                12 L.P.A/-",,Bachelor of Technology (B.Tech)
"Madhav Institute of Technology & Science, Gwalior",https://www.collegesearch.in/colleges/madhav-institute-of-technology-science-gwalior,4 Years,,,,Autonomous,Bachelor of Engineering
"Muzaffarpur Institute of Technology, Muzaffarpur",https://www.collegesearch.in/colleges/muzaffarpur-institute-of-technology-muzaffarpur,4 Years,,,,,Bachelor of Technology (B.Tech)
"Indian Institute of Technology (IIT), Jodhpur",https://www.collegesearch.in/colleges/indian-institute-of-technology-iit-jodhpur,4 Years,"Rs 1,14,100/-",,"Average -Rs.
                                11 L.P.A/-Highest -Rs.
                                57 L.P.A/-",Autonomous,Bachelor of Technology (B.Tech)
"Government College of Engineering & Textile Technology, Murshidabad",https://www.collegesearch.in/colleges/government-college-of-engineering-textile-technology-murshidabad,4 Years,"Rs 34,480/-",,,,Bachelor of Technology (B.Tech)
"KLE Society&rsquo;s BV Bhoomaraddi College of Engineering & Technology, Hubli",https://www.collegesearch.in/colleges/kle-societys-bv-bhoomaraddi-college-of-engineering-technology-hubli,4 Years,"Rs 4,62,000/-",,,,Bachelor of Technology (B.Tech)
"College of Agricultural Engineering, Raichur",https://www.collegesearch.in/colleges/college-of-agricultural-engineering-raichur,4 Years,,,,,Bachelor of Technology (B.Tech)
"College of Technology & Engineering, Udaipur",https://www.collegesearch.in/colleges/college-of-technology-engineering-udaipur,4 Years,,,,,Bachelor of Technology (B.Tech)
"Government College of Engineering and Leather Technology, Kolkata",https://www.collegesearch.in/colleges/government-college-of-engineering-and-leather-technology-kolkata,4 Years,,,,,Bachelor of Technology (B.Tech)
"University Institute of Chemical Technology, Jalgaon",https://www.collegesearch.in/colleges/university-institute-of-chemical-technology-jalgaon,4 Years,,,,,Bachelor of Technology (B.Tech)
"National Institute of Technology, Imphal",https://www.collegesearch.in/colleges/nit-manipur-imphal,4 Years,"Rs 2,95,800/-",,"Average -Rs.
                                5.5 L.P.A/-Highest -Rs.
                                14.1 L.P.A/-",Autonomous,Bachelor of Technology (B.Tech)
"Kongu Engineering College, Erode",https://www.collegesearch.in/colleges/kongu-engineering-college-kec-erode,4 Years,"Rs 1,16,880/-",,"Average -Rs.
                                3.0 L.P.A/-",Autonomous,Bachelor of Engineering
"Bhoj Reddy Engineering College for Women, Hyderabad",https://www.collegesearch.in/colleges/bhoj-reddy-engineering-college-for-women-hyderabad,4 Years,"Rs 2,00,800/-",,,,Bachelor of Technology (B.Tech)
"CVR College of Engineering, Hyderabad",https://www.collegesearch.in/colleges/cvr-college-of-engineering,4 Years,"Rs 7,50,000/-",,"Average -Rs.
                                2.5 L.P.A/-",Autonomous,Bachelor of Technology (B.Tech)
"Chitkara University, Chandigarh",https://www.collegesearch.in/university/chitkara-university-chandigarh,4 Years,"Rs 7,60,000/-",,,State Private University,Bachelor of Engineering
"JNTU College of Engineering, Kakinada",https://www.collegesearch.in/colleges/jntu-college-of-engineering-kakinada,4 Years,"Rs 1,20,000/-",,"Average -Rs.
                                2.4 L.P.A/-",,Bachelor of Technology (B.Tech)
"Vishwakarma Institute of Information Technology (VIIT), Pune",https://www.collegesearch.in/colleges/vishwakarma-institute-of-information-technology-viit-pune,4 Years,"Rs 7,37,316/-",,"Average -Rs.
                                3.12 L.P.A/-",,Bachelor of Engineering
